STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,SNWD,SNOW,TMAX,TMIN
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690401,0,127,0,44,-28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690402,0,102,0,78,-33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690403,0,102,0,56,-78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690404,0,102,0,0,-11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690405,0,102,0,50,-6
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690406,0,76,0,72,28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690407,0,51,0,100,11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690408,0,0,0,72,11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690409,0,0,0,89,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690410,0,0,0,94,22
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690411,0,0,0,122,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690412,0,0,0,94,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690413,5,0,0,94,0
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690414,0,0,0,89,-6
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690415,0,0,0,89,22
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690416,0,0,0,128,39
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690417,0,0,0,133,39
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690418,0,0,0,122,0
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690419,0,0,0,122,-28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690420,0,0,0,106,-28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690421,0,0,0,94,-17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690422,0,0,0,83,-11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690423,0,0,0,117,11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690424,0,0,0,117,-28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690425,0,0,0,100,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690426,0,0,0,117,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690427,13,0,0,100,-6
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690428,0,0,0,100,-28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690429,0,0,0,100,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690430,0,0,0,100,28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690501,0,0,0,100,-17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690502,0,0,0,128,28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690503,0,0,0,111,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690504,8,0,0,94,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690505,13,0,0,94,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690506,0,0,0,100,44
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690507,20,0,0,100,44
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690508,0,0,0,100,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690509,0,0,0,139,-17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690510,0,0,0,156,61
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690511,0,0,0,106,56
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690512,0,0,0,117,50
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690513,0,0,0,100,11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690514,0,0,0,122,0
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690515,0,0,0,106,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690516,0,0,0,117,0
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690517,0,0,0,139,6
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690518,0,0,0,133,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690519,0,0,0,94,-11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690520,3,0,0,150,67
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690521,3,0,0,172,83
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690522,0,0,0,128,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690523,0,0,0,194,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690524,0,0,0,278,78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690525,0,0,0,139,89
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690526,0,0,0,139,61
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690527,81,0,0,139,56
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690528,0,0,0,150,72
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690529,0,0,0,139,72
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690530,0,0,0,161,50
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690531,53,0,0,122,56
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690601,0,0,0,111,61
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690602,0,0,0,150,44
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690603,0,0,0,156,83
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690604,0,0,0,122,72
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690605,5,0,0,117,72
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690606,0,0,0,128,67
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690607,0,0,0,172,56
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690608,112,0,0,144,83
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690609,38,0,0,133,72
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690610,0,0,0,139,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690611,3,0,0,128,78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690612,0,0,0,167,72
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690613,0,0,0,239,50
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690614,0,0,0,339,67
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690615,0,0,0,206,78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690616,0,0,0,200,128
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690617,0,0,0,183,100
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690618,0,0,0,167,78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690619,0,0,0,189,89
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690620,3,0,0,150,100
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690621,0,0,0,194,89
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690622,0,0,0,228,89
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690623,0,0,0,150,56
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690624,0,0,0,172,94
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690625,0,0,0,183,94
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690626,0,0,0,217,67
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690627,0,0,0,206,61
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690628,0,0,0,150,100
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690629,0,0,0,200,56
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690630,0,0,0,194,83
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690701,0,0,0,217,72
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690702,0,0,0,211,67
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690703,0,0,0,194,83
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690704,0,0,0,144,117
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690705,20,0,0,189,111
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690706,0,0,0,200,117
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690707,0,0,0,161,111
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690708,0,0,0,183,117
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690709,3,0,0,178,78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690710,0,0,0,189,56
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690711,0,0,0,183,117
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690712,5,0,0,167,128
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690713,0,0,0,161,122
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690714,18,0,0,167,111
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690715,0,0,0,156,100
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690716,0,0,0,183,100
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690717,0,0,0,161,111
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690718,28,0,0,172,106
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690719,48,0,0,161,106
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690720,25,0,0,206,72
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690721,0,0,0,178,50
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690722,0,0,0,211,83
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690723,0,0,0,222,117
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690724,36,0,0,144,117
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690725,15,0,0,206,78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690726,0,0,0,206,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690727,20,0,0,178,39
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690728,201,0,0,128,111
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690729,0,0,0,172,111
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690730,0,0,0,189,72
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690731,0,0,0,211,67
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690801,0,0,0,178,100
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690802,0,0,0,194,72
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690803,0,0,0,211,94
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690804,0,0,0,206,139
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690805,0,0,0,200,122
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690806,0,0,0,189,100
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690807,0,0,0,200,78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690808,0,0,0,172,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690809,0,0,0,189,89
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690810,0,0,0,194,39
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690811,0,0,0,189,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690812,0,0,0,183,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690813,0,0,0,156,44
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690814,0,0,0,156,11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690815,0,0,0,139,61
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690816,0,0,0,172,78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690817,0,0,0,183,44
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690818,0,0,0,200,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690819,0,0,0,194,28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690820,0,0,0,183,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690821,0,0,0,156,61
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690822,5,0,0,156,83
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690823,58,0,0,128,78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690824,0,0,0,200,44
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690825,0,0,0,189,-6
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690826,0,0,0,156,0
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690827,0,0,0,200,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690828,43,0,0,133,94
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690829,41,0,0,128,100
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690830,28,0,0,144,100
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690831,3,0,0,156,78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690901,0,0,0,172,22
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690902,36,0,0,144,6
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690903,48,0,0,144,78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690904,0,0,0,150,50
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690905,0,0,0,156,28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690906,0,0,0,156,-17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690907,13,0,0,167,0
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690908,0,0,0,128,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690909,13,0,0,144,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690910,3,0,0,144,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690911,8,0,0,144,28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690912,0,0,0,161,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690913,0,0,0,183,-11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690914,0,0,0,144,39
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690915,0,0,0,194,22
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690916,0,0,0,161,-11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690917,0,0,0,194,-17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690918,0,0,0,189,28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690919,0,0,0,161,67
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690920,0,0,0,156,78
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690921,3,0,0,178,44
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690922,0,0,0,156,6
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690923,0,0,0,144,11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690924,0,0,0,144,6
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690925,0,0,0,128,-6
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690926,0,0,0,128,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690927,0,0,0,128,56
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690928,8,0,0,133,83
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690929,20,0,0,133,72
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19690930,25,0,0,89,56
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691001,0,0,0,139,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691002,0,0,0,122,11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691003,76,0,0,106,67
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691004,3,0,0,111,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691005,3,0,0,100,6
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691006,33,0,0,128,44
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691007,5,0,0,100,44
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691008,0,0,0,100,44
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691009,8,0,0,94,44
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691010,23,0,0,67,-11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691011,5,0,0,139,56
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691012,69,0,0,117,67
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691013,18,0,0,150,94
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691014,3,0,0,133,11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691015,0,0,0,161,11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691016,0,0,0,111,11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691017,0,0,0,150,11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691018,0,0,0,117,28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691019,0,0,0,111,-17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691020,0,0,0,111,-56
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691021,0,0,0,78,-50
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691022,0,0,0,72,-72
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691023,0,0,0,67,-94
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691024,0,0,0,56,-106
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691025,0,0,0,50,-128
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691026,0,0,0,44,-128
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691027,0,0,0,28,-106
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691028,25,0,0,44,11
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691029,30,0,0,44,22
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691030,36,0,0,61,17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691031,41,0,0,67,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691101,61,0,0,61,33
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691102,56,0,0,50,0
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691103,5,0,0,56,-17
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691104,0,0,0,22,-28
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691105,13,0,41,-6,-61
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691106,0,51,0,6,-150
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691107,23,51,33,-28,-178
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691108,8,76,18,-6,-139
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691109,30,102,33,-17,-167
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691110,0,102,0,-61,-239
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691111,0,102,0,-83,-244
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691112,0,102,0,-28,-200
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691113,0,102,0,-17,-150
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691114,0,102,0,-39,-200
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691115,0,76,0,-83,-233
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691116,0,76,0,-139,-267
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691117,0,51,0,-117,-256
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691118,0,51,0,-78,-161
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691119,0,51,0,-67,-200
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691120,0,51,0,0,-67
GHCND:USW00026523,KENAI MUNICIPAL AIRPORT AK US,32,60.56667,-151.25,19691121,0,51,0,11,-33
